title,conference,year,primary_org,primary_funder,orgs,funders,candidates,verdicts,url
SelfIE: Self-Interpretation of Large Language Model Embeddings,ICML,2024,Mila,,Mila,,OpenAI; Mila,OpenAI=mention; Mila=affiliation,https://openreview.net/forum?id=gjgRKbdYR7
Efficient Adversarial Training in LLMs with Continuous Attacks,NEURIPS,2024,Mila,,Microsoft Research; Mila,,Microsoft Research; Mila,Microsoft Research=affiliation; Mila=affiliation,https://openreview.net/forum?id=8jB6sGqvgQ
Soft Prompt Threats: Attacking Safety Alignment and Unlearning in Open-Source LLMs through the Embedding Space,NEURIPS,2024,Mila,,Mila,,OpenAI; Mila,OpenAI=mention; Mila=affiliation,https://openreview.net/forum?id=CLxcLPfARc
Predicting Future Actions of Reinforcement Learning Agents,NEURIPS,2024,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=QgaGs7peYe
Simplifying Constraint Inference with Inverse Reinforcement Learning,NEURIPS,2024,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=T5Cerv7PT2
Do LLMs Build World Representations? Probing Through the Lens of State Abstraction,NEURIPS,2024,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=lzfzjYuWgY
Learning Diverse Attacks on Large Language Models for Robust Red-Teaming and Safety Tuning,ICLR,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=1mXufFuv95
Advantage Alignment Algorithms,ICLR,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=QFO1asgas2
An Auditing Test to Detect Behavioral Shift in Language Models,ICLR,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=h0jdAboh0o
HarmAug: Effective Data Augmentation for Knowledge Distillation of Safety Guard Models,ICLR,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=y3zswp3gek
PoisonBench: Assessing Language Model Vulnerability to Poisoned Preference Data,ICML,2025,Mila,,Anthropic; Mila,,Anthropic; OpenAI; Mila,Anthropic=affiliation; OpenAI=mention; Mila=affiliation,https://openreview.net/forum?id=21kAulloDG
Rejecting Hallucinated State Targets during Planning,ICML,2025,Mila,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://openreview.net/forum?id=40gBawg6LX
SafeArena: Evaluating the Safety of Autonomous Web Agents,ICML,2025,Mila,,Anthropic; Mila,,Anthropic; OpenAI; Mila,Anthropic=affiliation; OpenAI=mention; Mila=affiliation,https://openreview.net/forum?id=7TrOBcxSvy
When Can Proxies Improve the Sample Complexity of Preference Learning?,ICML,2025,Mila,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://openreview.net/forum?id=BMxcJwaKhr
Self-Play $Q$-Learners Can Provably Collude in the Iterated Prisoner's Dilemma,ICML,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=q6zwUeWkZL
"Understanding Input Selectivity in Mamba: Impact on Approximation Power, Memorization, and Associative Recall Capacity",ICML,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=rnMH9njZxb
Causal Differentiating Concepts:  Interpreting LM Behavior via Causal Representation Learning,NEURIPS,2025,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=Zf6Oj5x9sE
From Dormant to Deleted: Tamper-Resistant Unlearning Through Weight-Space Regularization,NEURIPS,2025,Mila,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://openreview.net/forum?id=Zrqn7ZshXG
From Noise to Narrative: Tracing the Origins of Hallucinations in Transformers,NEURIPS,2025,Mila,,Meta AI; Mila,,Meta AI; Mila,Meta AI=affiliation; Mila=affiliation,https://openreview.net/forum?id=xd7cXU2P4G
Uncovering a Universal Abstract Algorithm for Modular Addition in Neural Networks,NEURIPS,2025,Mila,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://openreview.net/forum?id=zuHs6RHQwT
On The Geometry and Topology of Representations: the Manifolds of Modular Addition,ICLR,2026,Mila,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://openreview.net/forum?id=2olkCiSELH
Visual symbolic mechanisms: Emergent symbol processing in Vision Language Models,ICLR,2026,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=3RQ863cRbx
Latent Veracity Inference for Identifying Errors in Stepwise Reasoning,ICLR,2026,Mila,Future of Life Institute,LawZero; Mila,Future of Life Institute,LawZero; Future of Life Institute; Mila,LawZero=affiliation; Future of Life Institute=acknowledgment; Mila=affiliation,https://openreview.net/forum?id=eux1cp8GqC
LatentLens: Revealing Highly Interpretable Visual Tokens in LLMs,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/61423
Deep neural networks divide and conquer dihedral multiplication,ICML,2026,Mila,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://icml.cc/virtual/2026/poster/62367
Quantifying LLM Attention-Head Stability: Implications for Circuit Universality,ICML,2026,Mila,Open Philanthropy,Mila,Open Philanthropy,Open Philanthropy; Mila,Open Philanthropy=acknowledgment; Mila=affiliation,https://icml.cc/virtual/2026/poster/63696
Gradient Regularization Prevents Reward Hacking in Reinforcement Learning from Human Feedback and Verifiable Rewards,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/63860
A Coin Flip for Safety: LLM Judges Fail to Reliably Measure Adversarial Robustness,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/64013
Revisiting Anisotropy in Language Transformers: The Geometry of Learning Dynamics,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/65605
At the Edge of Understanding: Sparse Autoencoders Trace The Limits of Transformer Generalization,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/65535
Active Attacks: Red-teaming LLMs via Adaptive Environments,ICML,2026,Mila,,LawZero; AI Safety Institute (generic); Mila,,LawZero; AI Safety Institute (generic); Mila,LawZero=affiliation; AI Safety Institute (generic)=acknowledgment; Mila=affiliation,https://icml.cc/virtual/2026/poster/64976
BRIDGE: Predicting Human Task Completion Time From Model Performance,ICML,2026,Mila,,Mila,,METR; Mila,METR=mention; Mila=affiliation,https://icml.cc/virtual/2026/poster/66579
Position: Collusion Risks Among AI Reasoning Agents Justify Certification Requirements for Making Market Decisions,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/67141
Position: LLM-Safety Evaluations Lack Robustness,ICML,2026,Mila,,Mila,,Anthropic; OpenAI; Mila,Anthropic=mention; OpenAI=mention; Mila=affiliation,https://icml.cc/virtual/2026/poster/67075
Position: Causality is Key for Interpretability Claims to Generalise,ICML,2026,Mila,,Mila,,Mila,Mila=affiliation,https://icml.cc/virtual/2026/poster/67225
Language Models Don't Always Say What They Think: Unfaithful Explanations in Chain-of-Thought Prompting,NEURIPS,2023,NYU Alignment Research Group,,NYU Alignment Research Group; Anthropic,,NYU Alignment Research Group; Anthropic; OpenAI,NYU Alignment Research Group=affiliation; Anthropic=affiliation; OpenAI=mention,https://openreview.net/forum?id=bzs4uPLXvi
Process for Adapting Language Models to Society (PALMS) with Values-Targeted Datasets,NEURIPS,2021,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=k-ghaB9VZBw
Training language models to follow instructions with human feedback,NEURIPS,2022,OpenAI,,OpenAI,,Alignment Research Center; Anthropic; OpenAI,Alignment Research Center=absent; Anthropic=absent; OpenAI=affiliation,https://openreview.net/forum?id=TG8KACxEON
Scaling Laws for Reward Model Overoptimization,ICML,2023,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=bBLjms8nZE
Weak-to-Strong Generalization: Eliciting Strong Capabilities With Weak Supervision,ICML,2024,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=ghNRg2mEgN
Rule Based Rewards for Language Model Safety,NEURIPS,2024,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=QVtwpT5Dmg
Scaling and evaluating sparse autoencoders,ICLR,2025,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=tcsZt9ZNKD
Estimating Worst-Case Frontier Risks of Open-Weight LLMs,ICLR,2026,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=rXLRyJXSCy
Persona Features Control Emergent Misalignment,ICLR,2026,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://openreview.net/forum?id=yjrVOxjkDR
Monitoring Monitorability,ICML,2026,OpenAI,,OpenAI,,Anthropic; OpenAI,Anthropic=mention; OpenAI=affiliation,https://icml.cc/virtual/2026/poster/62992
Weight-sparse transformers have interpretable circuits,ICML,2026,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://icml.cc/virtual/2026/poster/63567
EVMbench: Evaluating AI Agents on Smart Contract Security,ICML,2026,OpenAI,,OpenAI,,OpenAI,OpenAI=affiliation,https://icml.cc/virtual/2026/poster/64768
Transformers Represent Belief State Geometry in their Residual Stream,NEURIPS,2024,PIBBSS,,Timaeus; PIBBSS,,Timaeus; PIBBSS,Timaeus=affiliation; PIBBSS=affiliation,https://openreview.net/forum?id=YIB7REL8UC
Enforcing Axioms for AI Alignment under Loss-Based Rules,ICLR,2026,PIBBSS,,Cooperative AI Foundation; PIBBSS,,Cooperative AI Foundation; PIBBSS; Anthropic,Cooperative AI Foundation=acknowledgment; PIBBSS=affiliation; Anthropic=mention,https://openreview.net/forum?id=MpYSoTK65s
Adversarial training for high-stakes reliability,NEURIPS,2022,Redwood Research,,Redwood Research,,Redwood Research,Redwood Research=affiliation,https://openreview.net/forum?id=NtJyGXo0nF
Interpretability in the Wild: a Circuit for Indirect Object Identification in GPT-2 Small,ICLR,2023,Redwood Research,,Redwood Research,,Redwood Research,Redwood Research=affiliation,https://openreview.net/forum?id=NpsVSN6o4ul
Towards Automated Circuit Discovery for Mechanistic Interpretability,NEURIPS,2023,Redwood Research,,Redwood Research; FAR.AI; Conjecture,,Redwood Research; FAR.AI; Conjecture; OpenAI,Redwood Research=affiliation; FAR.AI=affiliation; Conjecture=acknowledgment; OpenAI=mention,https://openreview.net/forum?id=89ia77nZ8u
How does GPT-2 compute greater-than?: Interpreting mathematical abilities in a pre-trained language model,NEURIPS,2023,Redwood Research,,Redwood Research,,Redwood Research; Conjecture,Redwood Research=affiliation; Conjecture=absent,https://openreview.net/forum?id=p4PckNQR8k
AI Control: Improving Safety Despite Intentional Subversion,ICML,2024,Redwood Research,,Redwood Research; Anthropic,,Redwood Research; Anthropic,Redwood Research=affiliation; Anthropic=affiliation,https://openreview.net/forum?id=KviM5k8pcP
Stress-Testing Capability Elicitation With Password-Locked Models,NEURIPS,2024,Redwood Research,,Redwood Research,,Redwood Research; Anthropic; OpenAI,Redwood Research=affiliation; Anthropic=mention; OpenAI=mention,https://openreview.net/forum?id=zzOOqD6R1b
Adaptive Deployment of Untrusted LLMs Reduces Distributed Threats,ICLR,2025,Redwood Research,,Redwood Research; MATS; Constellation; Anthropic; OpenAI,,Redwood Research; MATS; Constellation; Anthropic; OpenAI,Redwood Research=affiliation; MATS=affiliation; Constellation=acknowledgment; Anthropic=affiliation; OpenAI=acknowledgment,https://openreview.net/forum?id=keu6sxrPWn
Combining Cost Constrained Runtime Monitors for AI Safety,NEURIPS,2025,Redwood Research,,Redwood Research,,Redwood Research; UK AI Security Institute; Anthropic; OpenAI,Redwood Research=affiliation; UK AI Security Institute=mention; Anthropic=mention; OpenAI=mention,https://openreview.net/forum?id=hVR3023UP2
A Positive Case for Faithfulness: Explanations Help Predict Model Behavior,ICML,2026,SPAR,,SPAR; Constellation; Google DeepMind,,Apollo Research; SPAR; Constellation; Anthropic; Google DeepMind,Apollo Research=mention; SPAR=acknowledgment; Constellation=acknowledgment; Anthropic=mention; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/61687
PersistBench: When Should Long-Term Memories Be Forgotten by LLMs?,ICML,2026,SPAR,,SPAR,,SPAR; Anthropic; OpenAI,SPAR=affiliation; Anthropic=mention; OpenAI=mention,https://icml.cc/virtual/2026/poster/63204
Aligned LLMs Are Not Aligned Browser Agents,ICLR,2025,Scale AI SEAL,,Scale AI SEAL,,Anthropic; OpenAI; Scale AI SEAL,Anthropic=mention; OpenAI=mention; Scale AI SEAL=affiliation,https://openreview.net/forum?id=NsFZZU9gvk
Reliable Weak-to-Strong Monitoring of LLM Agents,ICLR,2026,Scale AI SEAL,,Scale AI SEAL,,Scale AI SEAL,Scale AI SEAL=affiliation,https://openreview.net/forum?id=WV7xIboTDK
Chasing the Tail: Effective Rubric-based Reward Modeling for Large Language Model Post-Training,ICLR,2026,Scale AI SEAL,,Scale AI SEAL,,Scale AI SEAL,Scale AI SEAL=affiliation,https://openreview.net/forum?id=pBjy4ek2QV
Query-Policy Misalignment in Preference-Based Reinforcement Learning,ICLR,2024,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=UoBymIwPJR
Safe Offline Reinforcement Learning with Feasibility-Guided Diffusion Model,ICLR,2024,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=j5JvZCaDM0
CriticEval: Evaluating Large-scale Language Model as Critic,NEURIPS,2024,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=ZsxZ65YqL1
Efficient LLM Jailbreak via Adaptive Dense-to-sparse Constrained Optimization,NEURIPS,2024,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=bN5PA3HHo8
Weak-to-Strong Search: Align Large Language Models via Searching over Small Language Models,NEURIPS,2024,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=dOJ6CqWDf1
Bayesian WeakS-to-Strong from Text Classification to Generation,ICLR,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=pHe4P1IVnb
Test-Time Preference Optimization: On-the-Fly Alignment via Iterative Textual Feedback,ICML,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,OpenAI; Shanghai AI Laboratory,OpenAI=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=ArifAHrEVD
Demystifying Reasoning Dynamics with Mutual Information: Thinking Tokens are Information Peaks in LLM Reasoning,NEURIPS,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,OpenAI; Shanghai AI Laboratory,OpenAI=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=E1FrjgaG1J
RiOSWorld: Benchmarking the Risk of Multimodal Computer-Use Agents,NEURIPS,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Anthropic; Hugging Face; Shanghai AI Laboratory,Anthropic=mention; Hugging Face=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=aPBBkHDK4W
DePass: Unified Feature Attributing by Simple Decomposed Forward Pass,NEURIPS,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=h0aA8xpL4U
RepGuard: Adaptive Feature Decoupling for Robust Backdoor Defense in Large Language Models,NEURIPS,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=jv7OHhQ0YP
JailBound: Jailbreaking Internal Safety Boundaries of Vision-Language Models,NEURIPS,2025,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=yg1yfaKolw
GhostEI-Bench: Do Mobile Agent Resilience to Environmental Injection in Dynamic On-Device Environments?,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Anthropic; Shanghai AI Laboratory,Anthropic=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=2zi9z2geAO
MCP-SafetyBench: A Benchmark for Safety Evaluation of Large Language Models with Real-World MCP Servers,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Anthropic; OpenAI; Shanghai AI Laboratory,Anthropic=mention; OpenAI=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=7XYjeL46co
Your Agent May Misevolve: Emergent Risks in Self-evolving LLM Agents,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,OpenAI; Shanghai AI Laboratory,OpenAI=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=Fd1jgQQW28
Rethinking Bottlenecks in Safety Fine-Tuning of Vision Language Models,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=HcubxPWpw7
When AI Agents Collude Online: Financial Fraud Risks by Collaborative LLM Agents on Social Platforms,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Anthropic; Shanghai AI Laboratory,Anthropic=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=a1d2smwmBS
PACEbench: A Framework for Evaluating Practical AI Cyber-Exploitation Capabilities,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Anthropic; Shanghai AI Laboratory,Anthropic=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=kGEuZXaXU6
The Devil behind the mask: An emergent safety vulnerability of Diffusion LLMs,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=rIPeatvPy3
Evolution of Concepts in Language Model Pre-Training,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,OpenAI; Shanghai AI Laboratory,OpenAI=mention; Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=qKmXz1UR0Z
OrthAlign: Orthogonal Subspace Decomposition for Non-Interfering Multi-Objective Alignment,ICLR,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://openreview.net/forum?id=rO2uXIP019
Reasoning over Boundaries: Enhancing Specification Alignment via Test-time Deliberation,ICML,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Anthropic; OpenAI; Shanghai AI Laboratory,Anthropic=mention; OpenAI=mention; Shanghai AI Laboratory=affiliation,https://icml.cc/virtual/2026/poster/61210
SafeSci: Safety Evaluation of Large Language Models in Science Domains and Beyond,ICML,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://icml.cc/virtual/2026/poster/61468
Disentangling Intent from Role: Adversarial Self-Play for Persona-Invariant Safety Alignment,ICML,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://icml.cc/virtual/2026/poster/61505
Internalizing Safety Understanding in Large Reasoning Models via Verification,ICML,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://icml.cc/virtual/2026/poster/63605
Reasoning Compartmentalization: Bridging the Concretization Gap via Abstraction-based Routing,ICML,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://icml.cc/virtual/2026/poster/64047
NExT-Guard: Training-Free Streaming Safeguard without Token-Level Labels,ICML,2026,Shanghai AI Laboratory,,Shanghai AI Laboratory,,Shanghai AI Laboratory,Shanghai AI Laboratory=affiliation,https://icml.cc/virtual/2026/poster/66186
Towards Principled Evaluations of Sparse Autoencoders for Interpretability and Control,ICLR,2025,Stanford Existential Risks Initiative,,Stanford Existential Risks Initiative; MATS,,Stanford Existential Risks Initiative; MATS; OpenAI,Stanford Existential Risks Initiative=acknowledgment; MATS=acknowledgment; OpenAI=mention,https://openreview.net/forum?id=1Njl73JKjB
Differentiation and Specialization of Attention Heads via the Refined Local Learning Coefficient,ICLR,2025,Timaeus,,Timaeus,,Timaeus; Convergence Analysis,Timaeus=affiliation; Convergence Analysis=absent,https://openreview.net/forum?id=SUc1UOWndp
Structural Inference: Interpreting Small Language Models with Susceptibilities,ICLR,2026,Timaeus,Survival and Flourishing Fund,Timaeus,Open Philanthropy; Survival and Flourishing Fund; Manifund,Timaeus; Open Philanthropy; Survival and Flourishing Fund; Manifund; LessWrong / Alignment Forum,Timaeus=affiliation; Open Philanthropy=acknowledgment; Survival and Flourishing Fund=acknowledgment; Manifund=acknowledgment; LessWrong / Alignment Forum=mention,https://openreview.net/forum?id=J4GYMiE3JT
Towards Spectroscopy: Susceptibility Clusters in Language Models,ICML,2026,Timaeus,,Timaeus,,Timaeus,Timaeus=affiliation,https://icml.cc/virtual/2026/poster/60506
Patterning: The Dual of Interpretability,ICML,2026,Timaeus,,Timaeus,,Timaeus,Timaeus=affiliation,https://icml.cc/virtual/2026/poster/65584
Eliciting Language Model Behaviors with Investigator Agents,ICML,2025,Transluce,,Transluce,,Transluce; OpenAI,Transluce=affiliation; OpenAI=mention,https://openreview.net/forum?id=AulTigiaMv
Learning a Generative Meta-Model of LLM Activations,ICML,2026,Transluce,,Transluce,,Transluce,Transluce=affiliation,https://icml.cc/virtual/2026/poster/61936
Tell me about yourself: LLMs are aware of their learned behaviors,ICLR,2025,Truthful AI,,Truthful AI; UK AI Security Institute,,Truthful AI; UK AI Security Institute; Anthropic,Truthful AI=affiliation; UK AI Security Institute=affiliation; Anthropic=mention,https://openreview.net/forum?id=IjQ2Jtemzy
Emergent Misalignment: Narrow finetuning can produce broadly misaligned LLMs,ICML,2025,Truthful AI,Open Philanthropy,Truthful AI; Center on Long-Term Risk; UK AI Security Institute; MATS; OpenAI,Open Philanthropy,Truthful AI; Center on Long-Term Risk; UK AI Security Institute; MATS; Open Philanthropy; Anthropic; OpenAI,Truthful AI=affiliation; Center on Long-Term Risk=affiliation; UK AI Security Institute=affiliation; MATS=acknowledgment; Open Philanthropy=acknowledgment; Anthropic=mention; OpenAI=acknowledgment,https://openreview.net/forum?id=aOIJ2gVRWW
Activation Oracles: Training and Evaluating LLMs as General-Purpose Activation Explainers,ICML,2026,Truthful AI,,Truthful AI; MATS; Anthropic,,Truthful AI; MATS; Anthropic,Truthful AI=affiliation; MATS=affiliation; Anthropic=affiliation,https://icml.cc/virtual/2026/poster/65446
AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,ICLR,2025,UK AI Security Institute,,Center for AI Safety; Gray Swan AI; UK AI Security Institute,,Center for AI Safety; Gray Swan AI; UK AI Security Institute; Scale AI SEAL; Hugging Face,Center for AI Safety=affiliation; Gray Swan AI=affiliation; UK AI Security Institute=affiliation; Scale AI SEAL=mention; Hugging Face=mention,https://openreview.net/forum?id=AC5n7xHuR1
Look Before You Leap: Universal Emergent Mechanism for Retrieval in Language Models,ICLR,2025,UK AI Security Institute,,UK AI Security Institute,,UK AI Security Institute; OpenAI,UK AI Security Institute=affiliation; OpenAI=mention,https://openreview.net/forum?id=eIB1UZFcFg
Fundamental Limitations in Pointwise Defences of LLM Finetuning APIs,NEURIPS,2025,UK AI Security Institute,,UK AI Security Institute,,UK AI Security Institute; Anthropic; OpenAI,UK AI Security Institute=affiliation; Anthropic=mention; OpenAI=mention,https://openreview.net/forum?id=V4SA2FOzQL
RedCodeAgent: Automatic Red-teaming Agent against Diverse Code Agents,ICLR,2026,UK AI Security Institute,,UK AI Security Institute; Microsoft Research,,UK AI Security Institute; Microsoft Research,UK AI Security Institute=affiliation; Microsoft Research=affiliation,https://openreview.net/forum?id=IyIaAOihmZ
Breaking Agent Backbones: Evaluating the Security of Backbone LLMs in AI Agents,ICLR,2026,UK AI Security Institute,,UK AI Security Institute,,UK AI Security Institute,UK AI Security Institute=affiliation,https://openreview.net/forum?id=kga18ld70t
Deep Ignorance: Filtering Pretraining Data Builds Tamper-Resistant Safeguards into Open-Weight LLMs,ICLR,2026,UK AI Security Institute,,UK AI Security Institute; ERA Fellowship; EleutherAI,,UK AI Security Institute; ERA Fellowship; Anthropic; OpenAI; EleutherAI; Google DeepMind,UK AI Security Institute=affiliation; ERA Fellowship=acknowledgment; Anthropic=mention; OpenAI=mention; EleutherAI=affiliation; Google DeepMind=mention,https://openreview.net/forum?id=xcf0QcTcGS
RouterInterp: Understanding Superposed Specialisation in Mixture of Experts Routing,ICML,2026,UK AI Security Institute,,UK AI Security Institute; SPAR,,UK AI Security Institute; SPAR,UK AI Security Institute=affiliation; SPAR=acknowledgment,https://icml.cc/virtual/2026/poster/61336
Quantifying Frontier LLM Capabilities for Container Sandbox Escape,ICML,2026,UK AI Security Institute,,UK AI Security Institute,,METR; UK AI Security Institute; OpenAI,METR=mention; UK AI Security Institute=affiliation; OpenAI=mention,https://icml.cc/virtual/2026/poster/66709
RNNs implicitly implement tensor-product representations,ICLR,2019,University/Independent/other,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=BJx0sjC5FX
Reward Constrained Policy Optimization,ICLR,2019,University/Independent/other,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=SkfrvsA9FX
Preferences Implicit in the State of the World,ICLR,2019,University/Independent/other,Open Philanthropy,,Open Philanthropy,Center for Human-Compatible AI; Open Philanthropy,Center for Human-Compatible AI=mention; Open Philanthropy=acknowledgment,https://openreview.net/forum?id=rkevMnRqYQ
"On the Feasibility of Learning, Rather than Assuming, Human Biases for Reward Inference",ICML,2019,University/Independent/other,Open Philanthropy,,Open Philanthropy,Open Philanthropy; OpenAI,Open Philanthropy=acknowledgment; OpenAI=mention,https://proceedings.mlr.press/v97/shah19a.html
